it;publisher unico;id_ubicacion
3010;Oral Biography Series;166
3011;RD Bentley;197
3012;Curbstone Press Contemporary P;327
3013;Nazarene Publishing House;327
3014;Frances Lincoln;316
3015;Digitaal boekhuis;237
3016;Spoken Language Services;355
3017;Cliff Notes;4
3018;Creation Liberty Evangelism;110
3019;Charlesbridge;183
3020;On The Mark Press;247
3021;Hazelden/Johnson Institute;240
3022;AIAA (American Institute of Aeronautics & Astronautics);55
3023;Penguin Random House New Zealand Limited;201
3024;Viking Books;388
3025;Johns Hopkins University Press;79
3026;American Automobile Association;34
3027;Lowell House;102
3028;Houghton Mifflin College Division;299
3029;Digital Manga Pub;318
3030;Paul & Company Pub Consortium;119
3031;Liew Voon Kiong;279
3032;Abacus Software;375
3033;Freestyle Publications Incorporated;67
3034;Tor.com;25
3035;Group Pub Incorporated;66
3036;Markham, Ont. : Fitzhenry & Whiteside;24
3037;Passbooks;261
3038;Graphic Arts Center Publishing;201
3039;Adlard Coles;384
3040;Ronald Ray Schmeck;161
3041;Maktaba Darussalam;316
3042;Wordware Publishing, Inc.;336
3043;Rowman & Littlefield Pub Incorporated;214
3044;Lavonne Harper Stiffler;66
3045;Harper Entertainment;53
3046;Amer Inst of Aeronautics &;230
3047;Burnaby, B.C. : Zumaya Publications;397
3048;University of California Press;356
3049;Thunder Bay Press (CA);207
3050;Maupin House Publishing, Inc.;111
3051;Thinkers PressInc / Chessco;98
3052;Regent Press;159
3053;SuBLime;286
3054;Pembroke Publishers Limited;93
3055;Black Library;256
3056;Islandport PressInc;273
3057;Mirrorstone;36
3058;Emblem Editions;286
3059;Dangerous Press;206
3060;BUENOS BOOKS AMERICA LLC;375
3061;Primedia E-launch LLC;366
3062;Top Shelf Productions;7
3063;Belknap Press;39
3064;God's Promises(r);220
3065;International Fertilizer Development;203
3066;Eb Marketing;395
3067;Nelson Australia;283
3068;Herpeton Verlag Elke Kohler;274
3069;Breakthru Pub;328
3070;Chelsea Green Publishing Company;168
3071;Philadelphia : Temple University Press;297
3072;Amer Academic Services;219
3073;Broadway Books;101
3074;Hastings House Pub;271
3075;Iron Crown Enterprises;226
3076;New Africa Books;346
3077;Lillenas Publishing Company;319
3078;New York : Avon;320
3079;Charles River Media;290
3080;El Gitano Editores;336
3081;Music Sales Amer;382
3082;Randall House Publications;248
3083;Helm Pub;290
3084;Open Hand Publishing, LLC;244
3085;Chick Pub;394
3086;FINN Books Edition FireFly;287
3087;CICO Books;176
3088;Canons;108
3089;Cedar Fort;130
3090;McClelland & Stewart Limited;270
3091;Odditeas Incorporated;358
3092;Eland & Sickle Moon Books;120
3093;New York : Whittlesey House;236
3094;Art Inst of Chicago Museum Shop;310
3095;Harper Collins Italia;276
3096;K. T. Publishers;246
3097;Bella Books;62
3098;Servant Books;161
3099;Revell;34
3100;MasterMind;23
3101;American Library Association;219
3102;Waverley Books Limited;136
3103;Devil's Mark Publishing;120
3104;Dotlock;87
3105;Graphic Arts Books;201
3106;Health Research Books;301
3107;Imago Press;349
3108;Palgrave;277
3109;Christian Bourgois;215
3110;Partners Publishing Group;396
3111;Serpents Tail;300
3112;Black Mountain Books;248
3113;Thomas Telford;224
3114;International Ctr for Ethic Studies;17
3115;The SAN DIEGAN;195
3116;Chaosium;77
3117;Ancestry Publishing;272
3118;New York : Creative Age Press;270
3119;Wild Goose Publications;367
3120;Roger W. Johnson & Associates;260
3121;Lewis International Incorporated;287
3122;Englewood Cliffs, N.J. : Prentice-Hall;56
3123;O'Reilly Media;169
3124;Multi-Media Publications Inc.;99
3125;Cjc Publishing Company;320
3126;Zola Books;103
3127;Maine Publishing Corporation;241
3128;Most Valuable Publications;81
3129;Usborne Books;356
3130;IVP Connect;249
3131;Addison-Wesley Educational Publishers;20
3132;Paternoster;331
3133;Perspective Press;382
3134;Transaction Pub;191
3135;Leuven University Press;68
3136;Bolchazy-Carducci Publishers;16
3137;Redhya;132
3138;Scribner;279
3139;Gray & Company, Publishers;314
3140;Seal Press;281
3141;Trinity University Press;28
3142;Letras Mexicanas;261
3143;Wordware Computer Books;202
3144;Maxwell MacMillan International Publishing Group;62
3145;Chaosium Fiction Series;84
3146;Ayer Company Pub;22
3147;"New York : Macmillan Company ; London : Collier-Macmillan";169
3148;KnowWare International;81
3149;Tinder Press;10
3150;Spruce;279
3151;Information Today Incorporated;324
3152;Eisel Mazard;240
3153;Kingkiller Chronicle;252
3154;CityOwl+ORM;192
3155;Tauris Parke;392
3156;Heimdal;352
3157;Alyson Books;245
3158;Brill Academic Pub;284
3159;Modern Learning Pr/Programs;356
3160;Feldheim Publishers;348
3161;Swoon Reads;132
3162;Boyd & Fraser Publishing Company;252
3163;Hendrickson Pub;62
3164;Globe Fearon Company;210
3165;Three Rivers Press (CA);179
3166;Motilal Banarsidass Publishe;192
3167;Wallace-Homestead Book Company;306
3168;LifeRich Publishing;7
3169;Black Oak Press;192
3170;Boosey & Hawkes;220
3171;VICTORIA INSTITUTIONS, Aaradhana, Deverkovil 673508 India;379
3172;Gower Publishing, Ltd.;59
3173;Six Weeks with the Bible for C;236
3174;Skylark Books;144
3175;Hudson Heights, Que. : Goodbytes Information Products;363
3176;БХВ-Петербург;119
3177;Syngress;210
3178;HarperTrophy;224
3179;Crossroad Classic;198
3180;Alianza Editorial Sa;209
3181;Gotimna Publications;97
3182;Pub Concepts;14
3183;Real World Publications;263
3184;清華大學出版社;164
3185;Bruno Gmunder Verlag;314
3186;Vision Forum;14
3187;Saint Martin's Griffin;353
3188;UC Biblioteca Geral 1;232
3189;Athena PressPub Company;264
3190;Madrid : Society of Spanish Studies;122
3191;Hermes Press;151
3192;Armstrong Valley Pub;217
3193;Warbird Books;249
3194;Todd Publications;227
3195;Wallace-Homestead;239
3196;Holman Bible Pub;272
3197;Portico;391
3198;Oneworld Publications Limited;289
3199;WIGTake Resources;15
3200;A J Christopher & Company;12
3201;Creative Company;282
3202;Crafts and family Activities;226
3203;Yoga Tools;79
3204;Leafwood Publishers;216
3205;Upper Room Books;367
3206;SAE International;158
3207;Ivan R. Dee;154
3208;Milo House Press;336
3209;Ignite Books;59
3210;Macmillan General Reference;131
3211;Four Walls Eight Windows;130
3212;Dawn Sign Press;285
3213;HarperBusiness;297
3214;Evergreen Press;368
3215;Douglas & McIntyre;93
3216;Gma;95
3217;Entrepreneur Press;71
3218;Hachette Books;393
3219;St Media Group International Incorporated;35
3220;Nomos Verlag;229
3221;American Girl Publishing Incorporated;71
3222;Vendome Press;381
3223;SDC Publications;157
3224;National Textbook Company;13
3225;Boston : P. Sargent Publishers;366
3226;Usborne Publishing Ltd;345
3227;Sesame Workshop;330
3228;Complete;127
3229;Sheridan House Incorporated;256
3230;Melville House;363
3231;New River Press (RI);129
3232;Bloomsbury T&T Clark;155
3233;Sphere;392
3234;Severn House Pub Limited;153
3235;Simon Spotlight/Nickelodeon;186
3236;Rockport Publishers;17
3237;Davies & Assocs;286
3238;Fairview Press;8
3239;World of the Unknown;68
3240;Spinsters Ink;30
3241;Lightyear Press;75
3242;Orient Blackswan;118
3243;ASTD;301
3244;Rosarius Publishing House;284
3245;Amadeus;230
3246;Maryknoll, N.Y. : Orbis Books;167
3247;Halifax : Communications Nova Scotia;380
3248;Temagami, Ont. : Northern Concepts;232
3249;New York : New American Library;56
3250;Dc Press;155
3251;Mathyz;124
3252;Monkfish Book Publishing;70
3253;Parents Magazine Press;261
3254;Stein & Day Pub;81
3255;Ashok Yakkaldevi;257
3256;Sports Wisdom;293
3257;Irving Risch;187
3258;Over My Dead Body;323
3259;Dale Seymour Publication;187
3260;Cui Bono Books;29
3261;Burgess International Group;261
3262;US Naval Institute Press;263
3263;Peter Randall Pub;230
3264;Touchstone Books;101
3265;Augsburg Fortress Publishing;83
3266;RAR Publishing;356
3267;Zonderkidz;360
3268;Policy Press;192
3269;Holman Bible Publishers;5
3270;Vernon Press;209
3271;Jojosala Publishing Ltd;337
3272;American Society for Training and Development;41
3273;Silver Pen Incorporated;333
3274;Golden Gate National Park Assn;297
3275;Kindred Productions;270
3276;Macmillan Children's Books;152
3277;Osote Publishing;64
3278;Rainbow Crush;94
3279;Samhita Publications;96
3280;Pluto Press (UK);85
3281;Gardners Books;183
3282;Futurekids Publications Pvt Ltd;342
3283;Genesis PressInc;272
3284;"Island Heights, NJ : Acumen Pub. ; Victoria, B.C. : Trafford";142
3285;Oanda Corporation;38
3286;Bethany Sefchick;63
3287;CCH;34
3288;Osote Pub;105
3289;Pince Nez Press;283
3290;Rise and Shine;63
3291;Auckland University Press;338
3292;Intertribal Christian communication;114
3293;Paradigm Publications;126
3294;C J Books;92
3295;Wisdom Publications (MA);352
3296;Hogarth;236
3297;Robert Hale Limited;286
3298;Loyola Press;292
3299;Scarborough House Publishers;344
3300;Insight Editions;159
3301;New York : Holt, Rinehart, and Winston;324
3302;Renniks Publications;23
3303;ASP / VUBPRESS / UPA;377
3304;Windsor Brass;176
3305;Stephen Greene Press;2
3306;Reading Matter Incorporated;115
3307;Open Court Publishing;40
3308;Marc Publications;204
3309;Casey Shay Press;24
3310;Windsor Books/Probus;343
3311;Edwin Mellen Press;68
3312;Interlink Publishing Group;220
3313;NBM;107
3314;Prestel Publishing;261
3315;Delacorte Books for Young Readers;255
3316;Practical Approach;347
3317;Washington, D.C. : Starfish Press;285
3318;Mitchell Beazley;247
3319;Learning Express Llc;123
3320;Stasheff Literary Enterprises;56
3321;London : Collins;124
3322;Bright Ideas Press;57
3323;Duck Tale Production;73
3324;Great Source Education Group Incorporated;262
3325;全能神教會;117
3326;Tusquets Editor;21
3327;Codex Books;382
3328;C.E.S Business Consultants;47
3329;Tabor Pub;229
3330;Osprey Publishing (UK);36
3331;Rivet;171
3332;Ricki Dagosta;169
3333;Boys Town Press;220
3334;Care of Children's Health;193
3335;Fastpencil Incorporated;214
3336;Reprint Services Corporation;386
3337;Hirmer Verlag;305
3338;Pilgrim Publications SA;283
3339;Recipes and Techniques to Rest;388
3340;JSS Literary Productions, LLC;96
3341;Dramatic Publishing;235
3342;Times Books(NY);80
3343;Dreamspinner Press LLC;361
3344;Looka Books;139
3345;Hippocrene Dictionary & Phrase;323
3346;F. Harris Music Company;221
3347;Uitgeverij Abraxas;182
3348;Golden Palm;314
3349;New-Haven, [Conn.] : Published by Maltby, Goldsmith and Company and Samuel Wadsworth;141
3350;Carlsen Verlag Gmbtl;214
3351;Academia Press;362
3352;Gemini Publishing Co.;359
3353;Shadiversity Pty Limited;288
3354;Anchor Books;304
3355;Feral House;200
3356;KokBoekencentrum Fictie;314
3357;Kabbalah Learning Center;193
3358;Dominie Press;301
3359;Thomas J Barrett Phd;336
3360;McFarland Publishing;340
3361;Dial;375
3362;Creative Bound Incorporated;32
3363;AIAA;160
3364;Carlsen Verlag GmbH;223
3365;Covenant Communications Incorporated;314
3366;Basic Health Publications;98
3367;ELI;106
3368;Picture Me Books;44
3369;Vision Books;236
3370;Baramous . Monastery Press;175
3371;White Rock, BC : Transylvania Press;169
3372;In Depth Eds;341
3373;John F Blair Pub;36
3374;Star Song Contemporary Classics;73
3375;Anza-Borrego Desert Natural history;396
3376;Persephone Books Limited;182
3377;Richmond Hill, Ont. : Firefly Books;147
3378;Magnolia Press;137
3379;Ingram;23
3380;Once Upon a Time Books;290
3381;PageFree Publishing, Inc.;97
3382;Scribl;175
3383;Hyweb Technology Co. Ltd.;268
3384;Brooks/Cole;179
3385;Wallbuilder Press;245
3386;Hillstead Pub;131
3387;GeneralStore PublishingHouse;324
3388;Barron's Educational Series;91
3389;Tate Publishing & Enterprises;319
3390;Carlisle Press (OH);352
3391;Canongate Press Limited;52
3392;Thomas Rap;4
3393;New York : Bell Publishing Company;1
3394;Jelsba Media Group;65
3395;Eddie Dixon;301
3396;Eternity Publishing;80
3397;teNeues;150
3398;America's Test Kitchen;62
3399;Pencil;330
3400;Wiley-VCH;172
3401;Garden City, N. Y., Doubleday;260
3402;Henry Holt Books For Young Readers;275
3403;Aviation Supplies & Academics;43
3404;Chelsea House;163
3405;Paraclete Press;398
3406;Faith in Future Foundation;382
3407;Faber & Faber Crime;56
3408;Digireads.Com;76
3409;Kevin Donovan;269
3410;Volcano Press;239
3411;Quid Pro Books;251
3412;Impressions;56
3413;Causey Enterprises, LLC;383
3414;Carl R Sams II Photography;316
3415;New York : Limelight Editions;4
3416;Red Fox;124
3417;Smithsonian;312
3418;Norton Library (Paperback);386
3419;Worldwide;121
3420;House of Collectibles;137
3421;Xlibris Us;323
3422;Taste of Home Books Reiman Media Group;28
3423;Acropolis Books (NY);104
3424;Triumph Books (IL);158
3425;Milestone;18
3426;Chosen Books;22
3427;Athenaeum-Polak & Van Gennep;274
3428;Pine Forge Press;353
3429;Brooklands Book Limited;166
3430;Rockridge Press;223
3431;Educational Ministries;186
3432;Games Workshop;137
3433;London, Ont. : A.J. Kirby;398
3434;HarperPerennial;176
3435;ASDavis Media Group;70
3436;Tarascon Pub;193
3437;Princeton, N.J : Van Nostrand;327
3438;Book Peddlers;194
3439;Blix & Ramm;20
3440;Barnes & Noble Publishing;138
3441;Musivation;129
3442;Hyperink Inc;335
3443;Indoeuropeanpublishing.com;393
3444;Quill;329
3445;Grupo Planeta Spain;151
3446;Bookpeople;255
3447;Chronicle Books (CA);187
3448;Third Millennium Ministries;263
3449;Games Workshop Limited;333
3450;Penguin Modern Classics;102
3451;Dennis Wildberger;8
3452;Oxford Illustrated History;62
3453;Business Resources Bureau;241
3454;Regal Books;281
3455;Kenneth Hagin Ministries;93
3456;Father & Son Pub;390
3457;Dalcassian Publishing Company;67
3458;M. Gordon Publishing Group;210
3459;Pennsylvania Historical &;84
3460;Seal Press (CA);383
3461;Mis Press;51
3462;Amer Society of Civil Engineers;245
3463;Whitecap Books Limited;84
3464;Kodansha USA;296
3465;Norwood House Press;154
3466;Ekay Music;27
3467;Cosimo Classics;162
3468;Dragonfly Books;284
3469;Jason Aronson, Incorporated;347
3470;Creative Teaching Press;149
3471;Earthscan;396
3472;Orlando : Academic Press;342
3473;Cavendish Square Publishing, LLC;82
3474;William Carey Library Pub;90
3475;A J Kirby Company;343
3476;xhglc Publicaciones Editoriales;12
3477;The Minerva Group, Inc.;193
3478;New Century Pub;88
3479;Prion Books;109
3480;Black Death Books;364
3481;Welbeck Children's;383
3482;Norwich Pub;396
3483;Lark Books;263
3484;Creation Publishing Group;234
3485;Amazonencore;217
3486;Tstc Publishing;383
3487;CSS Publishing;148
3488;Harmondsworth [etc.] : Penguin;295
3489;The Wild Rose Press Inc;94
3490;Merck Publishing Group;282
3491;Amer Assn for Vocational;93
3492;Athens, Ohio : Ohio University Press;339
3493;developer.* Books;5
3494;Macmillan Company of Canada;216
3495;N A L Trade;386
3496;Perseus Books Group;38
3497;Grub Street the Basement;158
3498;Lebhar-Friedman;145
3499;Editores Caribe/Betania;247
3500;Equestrian Unltd.;349
3501;NorthWord Books for Young Readers;36
3502;OECD Publishing;84
3503;Creative Publishing Int'l;347
3504;Prima Publishing;250
3505;Kalmbach Publishing Company;205
3506;Mapinlit;86
3507;Carp, ON : Creative Bound;214
3508;Infobase Learning;247
3509;Shambhala;356
3510;Wisdom Publications;385
3511;Thomson South-Western;192
3512;Jist Works;269
3513;Pro Photo;138
3514;Authentic;137
3515;Te Neues Publishing Group;73
3516;Geneva Press;295
3517;1st World Publishing;265
3518;Beckett Media;86
3519;Icharacter Limited;195
3520;Prairie Oak Press;292
3521;Heinle;4
3522;Harlequin Treasury-Harlequin Presents 90s;320
3523;Food & Agriculture Org.;235
3524;Pavilion Children's;312
3525;Atheneum;291
3526;NBM Publishing;20
3527;Brigham Young Univ Creative Works;122
3528;Cassandra Dee Romance;93
3529;Amherst Media, Inc;175
3530;Les Belles Lettres;110
3531;Medtech USA Incorporated;227
3532;Vivisphere Publishing;148
3533;Liveright Publishing;373
3534;Profile Books;132
3535;Focus House Publishing;160
3536;Michele Scott;76
3537;Jeffries Publishing;235
3538;Crystal Ink Pub;71
3539;Prima Games;307
3540;Richmond Hill, Ont. : Simon & Schuster of Canada;141
3541;Tule Publishing;198
3542;Evan Moor Educational Publishers;82
3543;Oxford University;352
3544;Crescent Books;230
3545;Wolgemuth & Hyatt Pub;329
3546;Scribner Paper Fiction;163
3547;Peter Lang;192
3548;Ace Academics Inc.;285
3549;Polebridge PressWestar Inst;46
3550;Ballantine Group;154
3551;B. Jain Publishers;6
3552;Rivercross Pub;379
3553;Washington Pub;10
3554;Aubrey House Pub;301
3555;Harvard Univ Asia Center;371
3556;Chapman and Hall/CRC;280
3557;Santa Monica PressLlc;396
3558;Resource Applications;218
3559;University of Pittsburgh Press;185
3560;W Books;260
3561;Kendall/Hunt Publishing Company;300
3562;MIT Press (MA);338
3563;J & C Pub;159
3564;Malibu Pub;356
3565;New York : Carlton Press;358
3566;Five Star Trade;269
